,Program,Entry.Set,LogNumber,Station,Date,QA.Type,Sample.Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result.Type,Composite.Begin,Composite.End,Num.Sample,Status,QAFlagGen,Watershed
12828,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,NUT,Specific Conductivity,,200,umhos/cm,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12829,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,NUT,Total Suspended Solids,,79,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12830,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,NUT,Total Kjeldahl Nitrogen,,3.2,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12831,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,NUT,Nitrate+Nitrite Nitrogen,,1.8,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12832,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,NUT,Volatile Suspended Solids,,34,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12833,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Mirex,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12834,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,(TCMX),,70,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12835,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Aldrin,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12836,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Endrin,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12837,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDD",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12838,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDE",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12839,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDT",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12840,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDD",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12841,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDE",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12842,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDT",<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12843,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,(PCB030),,71,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12844,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,(PCB112),,86,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12845,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,(PCB198),,80,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12846,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Dieldrin,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12847,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,beta BHC,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12848,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Toxaphene,<,25,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12849,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,alpha BHC,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12850,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,delta BHC,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12851,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,gamma BHC,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12852,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Heptachlor,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12853,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Endosulfan I,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12854,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Methoxychlor,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12855,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Endosulfan II,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12856,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Endrin aldehyde,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12857,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,alpha Chlordane,,5.67,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12858,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,gamma Chlordane,,4.44,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12859,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,trans-Nonachlor,,5.21,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12860,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Endosulfan sulfate,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12861,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OCP,Heptachlor epoxide,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12862,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Demeton,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12863,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Merphos,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12864,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Phorate,<,10,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12865,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Diazinon,<,1,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12866,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Ethoprop,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12867,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Fenthion,<,4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12868,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Malathion,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12869,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Mevinphos,<,10,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12870,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Tokuthion,<,6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12871,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Dichlorvos,<,6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12872,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Dimethoate,<,10,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12873,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Disulfoton,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12874,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Chlorpyrifos,<,1,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12875,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Fenchlorophos,<,4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12876,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Fensulfothion,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12877,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Trichloronate,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12878,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Azinphos-methyl,<,10,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12879,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Ethyl parathion,<,20,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12880,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Methyl parathion,<,2,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12881,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Bolstar (Sulprofos),<,4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12882,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,OPP,Tetrachlorvinphos (Stirofos),<,4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12883,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Pyrene,,75.6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12884,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Biphenyl,,8.69,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12885,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Chrysene,,35.3,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12886,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Fluorene,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12887,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Anthracene,DNQ,4.96,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12888,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Naphthalene,,18.6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12889,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Acenaphthene,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12890,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Fluoranthene,,37.3,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12891,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Perylene-d12,,101,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12892,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Phenanthrene,,22.1,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12893,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,(d12-Chrysene),,91,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12894,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Acenaphthylene,<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12895,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Benzo(a)pyrene,,12.6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12896,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,(d8-Naphthalene),,77,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12897,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Dibenzothiophene,,16.4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12898,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Benz(a)anthracene,,6.63,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12899,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,(d10-Acenaphthene),,79,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12900,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,(d10-Phenanthrene),,93,% Recovery,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12901,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Benzo(b)fluoranthene,,16.6,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12902,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,"Benzo(g,h,i)perylene",,48.4,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12903,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,Benzo(k)fluoranthene,,9.97,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12904,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,"Dibenz(a,h)anthracene",<,5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12905,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,PAH,"Indeno(1,2,3-cd)pyrene",,17.5,ng/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12906,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,SO4,Sulfate as SO4,,22,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12907,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TDS,Total Dissolved Solids (TDS),,120,mg/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12908,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TOC,TOC,NA,14,mg/l,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12909,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,HARD,Calcium,NA,16.6,mg/l,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12910,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,HARD,Hardness,NA,57.5,mg/l,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12911,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,HARD,Magnesium,NA,3.9,mg/l,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12912,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,MBAS,MBAS,NA,0.28,mg/l,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12913,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Iron,NA,2300,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12914,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Lead,NA,3.5,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12915,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Zinc,NA,120,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12916,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Copper,NA,35,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12917,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Nickel,NA,7.7,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12918,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12919,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Arsenic,NA,1.9,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12920,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.29,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12921,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12922,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Chromium,NA,4.3,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12923,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Selenium,<,0.4,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12924,SDRWETODM,2061,2061001,J01-9046-2,12/9/2021 9:41,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,12/9/2021 9:48,12/9/2021 17:18,16,4,NA,NA
12925,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,Mn,Manganese,NA,6.7,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12926,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Iron,NA,83,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12927,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Lead,NA,0.61,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12928,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Zinc,NA,36,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12929,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Copper,NA,23,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12930,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Nickel,NA,5.2,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12931,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12932,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Arsenic,NA,1.4,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12933,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.36,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12934,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12935,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Chromium,NA,1.3,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12936,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Selenium,<,0.4,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12937,SDRWETODM,2061,2061006,J01-9046-2,12/9/2021 9:41,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,12/9/2021 9:48,2/9/2022 17:18,16,4,NA,NA
12938,SDRWETODM,2062,2062001,J01-9046-2,12/9/2021 9:41,NA,Grab,ST,FW,S,Total,ECO,E. coli,,13000,CFU/100ml,Chem,,,NA,4,NA,NA
12939,SDRWETODM,2062,2062001,J01-9046-2,12/9/2021 9:41,NA,Grab,ST,FW,S,Total,BactiMF,Enterococcus,,8700,CFU/100ml,Chem,,,NA,4,NA,NA
12940,SDRWETODM,2062,2062001,J01-9046-2,12/9/2021 9:41,NA,Grab,ST,FW,S,Total,BactiMF,Total Coliform,>=,57000,CFU/100ml,Chem,,,NA,4,NA,NA
12941,SDRWETODM,2062,2062001,J01-9046-2,12/9/2021 9:41,NA,Grab,ST,FW,S,Total,BactiMF,Fecal coliforms,>=,13400,CFU/100ml,Chem,,,NA,4,NA,NA
12942,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,Cl,Chloride,,76,mg/L,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
12943,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,Mn,Manganese,NA,1500,ug/L,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
12944,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,DOC,DOC,NA,13,mg/l,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
12945,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,NUT,pH,H,7.13,S.U.,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
12946,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,NUT,Turbidity,NA,NA,NA,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
12947,SDRWETODM,2061,2061005,L02-166-2,12/9/2021 10:24,NA,Composite,ST,FW,S,Total,NUT,Temperature,H,17.4,°C,Chem,12/9/2021 7:32,12/10/2021 23:17,22,4,NA,NA
