JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
SAN JUAN CAPISTRANO,Total,Tokuthion (Prothiofos),ng/L,4.89273047939192e-4,4.89273047939192e-4
SAN JUAN CAPISTRANO,Total,Toxaphene,ng/L,0.0020386376997466337,0.0020386376997466337
SAN JUAN CAPISTRANO,Total,trans-Nonachlor,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Trichloronate,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,"Arsenic, Total",ug/L,0.3244491899146767,0.3244491899146767
SAN JUAN CAPISTRANO,Dissolved,"Arsenic, Total",ug/L,0.3244491899146767,0.3244491899146767
SAN JUAN CAPISTRANO,Total,"Cadmium, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Dissolved,"Cadmium, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Total,"Calcium, Total",ug/L,33.11155351928482,33.11155351928482
SAN JUAN CAPISTRANO,Total,Chromium 6+,ug/L,0.036491614825464744,0.036491614825464744
SAN JUAN CAPISTRANO,Dissolved,Chromium 6+,ug/L,0.036491614825464744,0.036491614825464744
SAN JUAN CAPISTRANO,Total,"Chromium, Total",ug/L,0.07189595621106462,0.07189595621106462
SAN JUAN CAPISTRANO,Dissolved,"Chromium, Total",ug/L,0.07189595621106462,0.07189595621106462
SAN JUAN CAPISTRANO,Total,"Copper, Total",ug/L,0.9673335885297775,0.9673335885297775
SAN JUAN CAPISTRANO,Dissolved,"Copper, Total",ug/L,0.9673335885297775,0.9673335885297775
SAN JUAN CAPISTRANO,Total,Dissolved Organic Carbon,ug/L,1.630910159797307,1.630910159797307
SAN JUAN CAPISTRANO,Total,"Hardness as CaCO3, Total",ug/L,153.16285038196457,153.16285038196457
SAN JUAN CAPISTRANO,Total,"Iron, Total",ug/L,26.045635251962985,26.045635251962985
SAN JUAN CAPISTRANO,Dissolved,"Iron, Total",ug/L,26.045635251962985,26.045635251962985
SAN JUAN CAPISTRANO,Total,"Lead, Total",ug/L,0.023648197317060953,0.023648197317060953
SAN JUAN CAPISTRANO,Dissolved,"Lead, Total",ug/L,0.023648197317060953,0.023648197317060953
SAN JUAN CAPISTRANO,Total,"Magnesium, Total",ug/L,17.10824757627375,17.10824757627375
SAN JUAN CAPISTRANO,Total,"Manganese, Total",ug/L,4.91719413178888,4.91719413178888
SAN JUAN CAPISTRANO,Dissolved,"Manganese, Total",ug/L,4.91719413178888,4.91719413178888
SAN JUAN CAPISTRANO,Total,MBAS,mg/L,8.820505780903769,8.820505780903769
SAN JUAN CAPISTRANO,Total,"Mercury, Total",ug/L,0.0040772753994932675,0.0040772753994932675
SAN JUAN CAPISTRANO,Dissolved,"Mercury, Total",ug/L,0.0040772753994932675,0.0040772753994932675
SAN JUAN CAPISTRANO,Total,"Nickel, Total",ug/L,0.569799237079184,0.569799237079184
SAN JUAN CAPISTRANO,Dissolved,"Nickel, Total",ug/L,0.569799237079184,0.569799237079184
SAN JUAN CAPISTRANO,Total,"Selenium, Total",ug/L,0.9795654147282573,0.9795654147282573
SAN JUAN CAPISTRANO,Dissolved,"Selenium, Total",ug/L,0.9795654147282573,0.9795654147282573
SAN JUAN CAPISTRANO,Total,"Silver, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Dissolved,"Silver, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Total,"Thallium, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Dissolved,"Thallium, Total",ug/L,0.01630910159797307,0.01630910159797307
SAN JUAN CAPISTRANO,Total,Total Organic Carbon (TOC),mg/L,1390.350911227204,1390.350911227204
SAN JUAN CAPISTRANO,Total,"Zinc, Total",ug/L,1.3455008818327783,1.3455008818327783
SAN JUAN CAPISTRANO,Dissolved,"Zinc, Total",ug/L,1.3455008818327783,1.3455008818327783
SAN JUAN CAPISTRANO,Total,"Ammonia, as Nitrogen",mg/L,22.289105517229856,22.289105517229856
SAN JUAN CAPISTRANO,Total,Nitrate + Nitrite as N,mg/L,325.7743044195121,325.7743044195121
SAN JUAN CAPISTRANO,Total,"Nitrogen, Total Kjeldahl",mg/L,256.8683501680758,256.8683501680758
SAN JUAN CAPISTRANO,Total,Orthophosphate as P,mg/L,49.94662364379251,49.94662364379251
SAN JUAN CAPISTRANO,Total,pH,NA,NA,NA
SAN JUAN CAPISTRANO,Total,Phosphorus as PO4,mg/L,258.29539655789847,258.29539655789847
SAN JUAN CAPISTRANO,Total,Sulfate,mg/L,147393.5056916816,147393.5056916816
SAN JUAN CAPISTRANO,Total,Total Dissolved Solids,mg/L,372662.9715136846,372662.9715136846
SAN JUAN CAPISTRANO,Total,VSS,mg/L,691.5059077540582,691.5059077540582
SAN JUAN CAPISTRANO,Total,TSS,mg/L,1600.330594301107,1600.330594301107
SAN JUAN CAPISTRANO,Total,E. coli,CFU/100 mL,1376813559152.831,1376813559152.831
SAN JUAN CAPISTRANO,Total,Enterococcus,CFU/100 mL,3510814689874.8594,3510814689874.8594
SAN JUAN CAPISTRANO,Total,Fecal coliforms,CFU/100 mL,3031991173786.822,3031991173786.822
SAN JUAN CAPISTRANO,Total,Total Coliforms,CFU/100 mL,67382278578127.51,67382278578127.51
SAN CLEMENTE,Total,d10-Acenaphthene,ng/L,0.06433348710165956,0.06433348710165956
SAN CLEMENTE,Total,d10-Phenanthrene,ng/L,0.08316513191447818,0.08316513191447818
SAN CLEMENTE,Total,d12-Chrysene,ng/L,0.06548059236944548,0.06548059236944548
SAN CLEMENTE,Total,d8-Naphthalene,ng/L,0.04903875019784749,0.04903875019784749
SAN CLEMENTE,Total,PCB030,ng/L,0.05410513179723524,0.05410513179723524
SAN CLEMENTE,Total,PCB112,ng/L,0.07054697396883323,0.07054697396883323
SAN CLEMENTE,Total,PCB198,ng/L,0.07523098714562566,0.07523098714562566
SAN CLEMENTE,Total,TCMX,ng/L,0.041678158062887924,0.041678158062887924
SAN CLEMENTE,Total,"2,4'-DDD",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"2,4'-DDE",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"2,4'-DDT",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"4,4'-DDD",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"4,4'-DDE",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"4,4'-DDT",ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Acenaphthene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Acenaphthylene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Aldrin,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Anthracene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Benz[a]anthracene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Benzo[a]pyrene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Benzo[b]fluoranthene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,"Benzo[g,h,i]perylene",ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Benzo[k]fluoranthene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,BHC-alpha,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,BHC-beta,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,BHC-delta,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,BHC-gamma,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Bolstar (Sulprofos),ng/L,0.001529473690381208,0.001529473690381208
SAN CLEMENTE,Total,Chlordane-alpha,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Chlordane-gamma,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Chlorpyrifos,ng/L,3.82368422595302e-4,3.82368422595302e-4
SAN CLEMENTE,Total,Chrysene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Demeton,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Diazinon,ng/L,3.82368422595302e-4,3.82368422595302e-4
SAN CLEMENTE,Total,"Dibenz[a,h]anthracene",ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Dichlorvos,ng/L,0.0022942105355718122,0.0022942105355718122
SAN CLEMENTE,Total,Dieldrin,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Dimethoate,ng/L,0.0038236842259530206,0.0038236842259530206
SAN CLEMENTE,Total,Disulfoton,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Endosulfan-I,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Endosulfan-II,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Endosulfan Sulfate,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Endrin,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Endrin Aldehyde,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Ethoprop (Ethoprofos),ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Fenchlorphos (Ronnel),ng/L,0.001529473690381208,0.001529473690381208
SAN CLEMENTE,Total,Fensulfothion,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Fenthion,ng/L,0.001529473690381208,0.001529473690381208
SAN CLEMENTE,Total,Fluoranthene,ng/L,0.0026944228178882286,0.0026944228178882286
SAN CLEMENTE,Total,Fluorene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Heptachlor,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Heptachlor Epoxide,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,"Indeno[1,2,3-cd]pyrene",ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Malathion,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Merphos,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Methoxychlor,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Methyl Parathion,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Mevinphos (Phosdrin),ng/L,0.0038236842259530206,0.0038236842259530206
SAN CLEMENTE,Total,Mirex,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Naphthalene,ng/L,0.004427826333653598,0.004427826333653598
SAN CLEMENTE,Total,Phenanthrene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Phorate,ng/L,0.0038236842259530206,0.0038236842259530206
SAN CLEMENTE,Total,Pyrene,ng/L,0.0019118421129765103,0.0019118421129765103
SAN CLEMENTE,Total,Tetrachlorvinphos (Stirofos),ng/L,0.001529473690381208,0.001529473690381208
SAN CLEMENTE,Total,Tokuthion (Prothiofos),ng/L,0.0022942105355718122,0.0022942105355718122
SAN CLEMENTE,Total,Toxaphene,ng/L,0.00955921056488255,0.00955921056488255
SAN CLEMENTE,Total,trans-Nonachlor,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,Trichloronate,ng/L,7.64736845190604e-4,7.64736845190604e-4
SAN CLEMENTE,Total,"Arsenic, Total",ug/L,3.5321283037241034,3.5321283037241034
SAN CLEMENTE,Dissolved,"Arsenic, Total",ug/L,3.5321283037241034,3.5321283037241034
SAN CLEMENTE,Total,"Cadmium, Total",ug/L,48.09047650981114,48.09047650981114
SAN CLEMENTE,Dissolved,"Cadmium, Total",ug/L,48.09047650981114,48.09047650981114
SAN CLEMENTE,Total,"Calcium, Total",ug/L,236.8772377977896,236.8772377977896
SAN CLEMENTE,Total,Chromium 6+,ug/L,0.04374294754490255,0.04374294754490255
SAN CLEMENTE,Dissolved,Chromium 6+,ug/L,0.04374294754490255,0.04374294754490255
SAN CLEMENTE,Total,"Chromium, Total",ug/L,0.44880493602123583,0.44880493602123583
SAN CLEMENTE,Dissolved,"Chromium, Total",ug/L,0.44880493602123583,0.44880493602123583
SAN CLEMENTE,Total,"Copper, Total",ug/L,3.2979276448844805,3.2979276448844805
SAN CLEMENTE,Dissolved,"Copper, Total",ug/L,3.2979276448844805,3.2979276448844805
SAN CLEMENTE,Total,Dissolved Organic Carbon,ug/L,11.08868425526376,11.08868425526376
SAN CLEMENTE,Total,"Hardness as CaCO3, Total",ug/L,2116.98277169889,2116.98277169889
SAN CLEMENTE,Total,"Iron, Total",ug/L,62.2410821224575,62.2410821224575
SAN CLEMENTE,Dissolved,"Iron, Total",ug/L,62.2410821224575,62.2410821224575
SAN CLEMENTE,Total,"Lead, Total",ug/L,0.0764736845190604,0.0764736845190604
SAN CLEMENTE,Dissolved,"Lead, Total",ug/L,0.0764736845190604,0.0764736845190604
SAN CLEMENTE,Total,"Magnesium, Total",ug/L,371.10767254987036,371.10767254987036
SAN CLEMENTE,Total,"Manganese, Total",ug/L,3981.482894352819,3981.482894352819
SAN CLEMENTE,Dissolved,"Manganese, Total",ug/L,3981.482894352819,3981.482894352819
SAN CLEMENTE,Total,MBAS,mg/L,42.36642122355947,42.36642122355947
SAN CLEMENTE,Total,"Mercury, Total",ug/L,0.0191184211297651,0.0191184211297651
SAN CLEMENTE,Dissolved,"Mercury, Total",ug/L,0.0191184211297651,0.0191184211297651
SAN CLEMENTE,Total,"Nickel, Total",ug/L,375.4810113833042,375.4810113833042
SAN CLEMENTE,Dissolved,"Nickel, Total",ug/L,375.4810113833042,375.4810113833042
SAN CLEMENTE,Total,"Selenium, Total",ug/L,5.443970416700612,5.443970416700612
SAN CLEMENTE,Dissolved,"Selenium, Total",ug/L,5.443970416700612,5.443970416700612
SAN CLEMENTE,Total,"Silver, Total",ug/L,0.0764736845190604,0.0764736845190604
SAN CLEMENTE,Dissolved,"Silver, Total",ug/L,0.0764736845190604,0.0764736845190604
SAN CLEMENTE,Total,"Thallium, Total",ug/L,0.12513875648573522,0.12513875648573522
SAN CLEMENTE,Dissolved,"Thallium, Total",ug/L,0.12513875648573522,0.12513875648573522
SAN CLEMENTE,Total,Total Organic Carbon (TOC),mg/L,10897.500043966109,10897.500043966109
SAN CLEMENTE,Total,"Zinc, Total",ug/L,87.24952188310982,87.24952188310982
SAN CLEMENTE,Dissolved,"Zinc, Total",ug/L,87.24952188310982,87.24952188310982
SAN CLEMENTE,Total,"Ammonia, as Nitrogen",mg/L,412.9578964029262,412.9578964029262
SAN CLEMENTE,Total,Nitrate + Nitrite as N,mg/L,5917.1513396622995,5917.1513396622995
SAN CLEMENTE,Total,"Nitrogen, Total Kjeldahl",mg/L,1892.7236918467452,1892.7236918467452
SAN CLEMENTE,Total,Orthophosphate as P,mg/L,239.93618517855202,239.93618517855202
SAN CLEMENTE,Total,pH,NA,NA,NA
SAN CLEMENTE,Total,Phosphorus as PO4,mg/L,754.0305293579356,754.0305293579356
SAN CLEMENTE,Total,Sulfate,mg/L,4202228.96432237,4202228.96432237
SAN CLEMENTE,Total,Total Dissolved Solids,mg/L,5295802.652944933,5295802.652944933
SAN CLEMENTE,Total,VSS,mg/L,2141.263166533691,2141.263166533691
SAN CLEMENTE,Total,TSS,mg/L,2783.6421164937988,2783.6421164937988
SAN CLEMENTE,Total,E. coli,CFU/100 mL,4741482422679.048,4741482422679.048
SAN CLEMENTE,Total,Enterococcus,CFU/100 mL,20483176315692.277,20483176315692.277
SAN CLEMENTE,Total,Fecal coliforms,CFU/100 mL,21280418769526.305,21280418769526.305
SAN CLEMENTE,Total,Total Coliforms,CFU/100 mL,90875233381626.8,90875233381626.8
